Word,LFS,PLFS,RLP,HLT,WSA,OS,ODS,ExpectedGuesses
REEFS,0.305,0.4,1.0,0.604,0.354,0.547,0.512,4.292
HOTLY,0.677,0.51,0.0,0.585,0.501,0.672,0.509,4.282
POSIT,0.477,0.476,0.0,0.25,0.299,0.68,0.375,3.812
SYPED,0.501,0.475,0.0,0.732,0.586,1.0,0.544,4.404
DOGES,0.426,0.27,0.0,0.375,0.689,1.0,0.457,4.1
TEPAL,0.428,0.565,0.0,0.157,0.27,1.0,0.406,3.921
ROTOR,0.46,0.518,1.0,0.048,0.249,0.499,0.462,4.117
NUNKY,0.779,0.563,1.0,0.952,0.812,1.0,0.844,5.454
GUSTY,0.639,0.574,0.0,0.488,0.45,0.689,0.49,4.215
SPUNK,0.649,0.587,0.0,0.8,0.635,0.668,0.566,4.481
CHIEL,0.584,0.443,0.0,0.26,0.214,1.0,0.434,4.019
SAZES,0.253,0.176,1.0,0.789,0.351,1.0,0.561,4.464
PSHUT,0.634,0.759,0.0,0.844,0.403,1.0,0.609,4.632
HORIS,0.458,0.276,0.0,0.057,0.304,1.0,0.36,3.76
PRANK,0.596,0.504,0.0,0.295,0.327,0.624,0.412,3.942
GROAN,0.499,0.547,0.0,0.369,0.292,0.661,0.405,3.918
SAMAN,0.329,0.383,1.0,0.135,0.637,0.747,0.518,4.313
HASHY,0.551,0.554,1.0,0.601,0.82,1.0,0.734,5.069
VIXEN,0.699,0.597,0.0,0.893,0.637,0.617,0.586,4.551
NIQAB,0.681,0.715,0.0,0.991,0.628,1.0,0.67,4.845
JURAL,0.616,0.545,0.0,0.386,0.262,1.0,0.483,4.19
PACED,0.512,0.356,0.0,0.2,0.138,0.363,0.287,3.504
UNZIP,0.79,0.831,0.0,0.982,0.735,0.604,0.67,4.845
DOYEN,0.536,0.467,0.0,0.738,0.632,0.802,0.53,4.355
MIKRA,0.566,0.614,0.0,0.927,0.332,1.0,0.572,4.502
LAHAR,0.42,0.566,1.0,0.462,0.413,1.0,0.621,4.674
SADDO,0.407,0.465,1.0,0.624,0.524,0.837,0.619,4.666
SULPH,0.631,0.5,0.0,0.83,0.734,1.0,0.617,4.659
DRABS,0.454,0.413,0.0,0.76,0.131,1.0,0.459,4.107
GETUP,0.633,0.626,0.0,0.515,0.35,1.0,0.532,4.362
RESEE,0.096,0.397,1.0,0.021,0.154,1.0,0.41,3.935
UNFIT,0.722,0.796,0.0,0.474,0.239,0.625,0.501,4.254
MITTS,0.528,0.378,1.0,0.326,0.423,0.647,0.548,4.418
RUNCE,0.552,0.523,0.0,0.514,0.147,1.0,0.466,4.131
SKIFF,0.716,0.596,1.0,0.904,0.71,0.681,0.763,5.171
WYNNS,0.653,0.493,1.0,0.965,0.841,1.0,0.808,5.328
SLYPE,0.466,0.589,0.0,0.825,0.309,1.0,0.525,4.338
TOPAZ,0.613,0.546,0.0,0.661,0.356,0.426,0.452,4.082
OTTOS,0.406,0.566,1.0,0.294,0.529,1.0,0.61,4.635
KITHS,0.608,0.5,0.0,0.52,0.435,1.0,0.52,4.32
RECUE,0.418,0.579,1.0,0.417,0.133,1.0,0.574,4.509
SHRIS,0.387,0.275,1.0,0.454,0.196,1.0,0.536,4.376
SPOOT,0.449,0.517,1.0,0.482,0.484,1.0,0.635,4.722
BASTI,0.432,0.491,0.0,0.115,0.236,0.853,0.362,3.767
ZAMIA,0.527,0.577,1.0,0.816,0.643,1.0,0.737,5.079
PIVOS,0.574,0.439,0.0,0.833,0.801,1.0,0.604,4.614
RECCY,0.611,0.592,1.0,0.596,0.281,1.0,0.673,4.856
COILS,0.481,0.264,0.0,0.558,0.197,0.552,0.356,3.746
ANURA,0.399,0.652,1.0,0.238,0.273,0.712,0.531,4.358
GYTES,0.487,0.389,0.0,0.581,0.414,1.0,0.479,4.176
QUIES,0.505,0.315,0.0,0.551,0.549,1.0,0.489,4.212
PARMS,0.445,0.232,0.0,0.508,0.433,0.692,0.391,3.868
REIKI,0.489,0.533,1.0,0.695,0.406,0.504,0.593,4.576
MUDDY,0.807,0.602,1.0,0.953,0.865,0.515,0.792,5.272
MEVED,0.55,0.467,1.0,0.192,0.643,1.0,0.633,4.716
LANDS,0.43,0.319,0.0,0.12,0.518,0.072,0.262,3.417
VOIPS,0.574,0.378,0.0,0.953,0.769,1.0,0.608,4.628
BUSED,0.503,0.448,0.0,0.25,0.671,0.849,0.458,4.103
KEENO,0.4,0.571,1.0,0.284,0.553,1.0,0.611,4.639
LIENS,0.364,0.391,0.0,0.142,0.504,0.506,0.322,3.627
GIRTS,0.513,0.319,0.0,0.507,0.195,1.0,0.431,4.008
CLERK,0.581,0.602,0.0,0.349,0.165,0.084,0.325,3.638
STUPE,0.45,0.554,0.0,0.445,0.1,1.0,0.427,3.994
NACHE,0.502,0.573,0.0,0.644,0.23,1.0,0.493,4.226
ASSET,0.146,0.561,1.0,0.125,0.075,0.055,0.309,3.582
PIYUT,0.718,0.634,0.0,0.992,0.338,1.0,0.624,4.684
SURES,0.253,0.101,1.0,0.064,0.254,0.694,0.38,3.83
TRIAL,0.455,0.518,0.0,0.211,0.047,0.018,0.233,3.316
BIGGS,0.671,0.46,1.0,0.933,0.885,0.628,0.754,5.139
ROIDS,0.433,0.31,0.0,0.642,0.264,1.0,0.441,4.044
EMBAY,0.538,0.714,0.0,0.68,0.445,1.0,0.56,4.46
SOWMS,0.466,0.34,1.0,0.897,0.857,1.0,0.731,5.058
SOWTH,0.601,0.474,0.0,0.541,0.502,1.0,0.528,4.348
JEWIE,0.554,0.627,1.0,0.709,0.313,1.0,0.686,4.901
MOUSE,0.401,0.469,0.0,0.181,0.271,0.03,0.243,3.351
DOGLY,0.714,0.531,0.0,0.829,0.777,1.0,0.649,4.772
HAVAN,0.562,0.563,1.0,0.35,0.826,1.0,0.701,4.954
SOWLE,0.415,0.427,0.0,0.73,0.35,1.0,0.48,4.18
BRAME,0.46,0.488,0.0,0.397,0.216,0.836,0.406,3.921
ALCOS,0.389,0.505,0.0,0.459,0.143,1.0,0.413,3.946
ABIDE,0.46,0.593,0.0,0.586,0.116,0.269,0.35,3.725
ICKLE,0.592,0.766,0.0,0.706,0.189,0.855,0.525,4.338
BALLO,0.521,0.446,1.0,0.286,0.63,0.754,0.598,4.593
BOOAI,0.452,0.416,1.0,0.706,0.668,1.0,0.682,4.887
RHODY,0.678,0.584,0.0,0.899,0.332,0.873,0.573,4.506
DETOX,0.598,0.597,0.0,0.482,0.347,0.435,0.429,4.002
PEAKE,0.37,0.401,1.0,0.566,0.255,0.688,0.529,4.352
MOLTS,0.498,0.282,0.0,0.53,0.51,1.0,0.473,4.156
AEONS,0.224,0.325,0.0,0.664,0.116,0.732,0.332,3.662
GLARE,0.414,0.516,0.0,0.265,0.198,0.546,0.332,3.662
DHOLE,0.54,0.556,0.0,0.582,0.338,1.0,0.506,4.271
JEEZE,0.472,0.598,1.0,0.979,0.42,1.0,0.718,5.013
SEIZE,0.341,0.399,1.0,0.838,0.269,0.51,0.538,4.383
LOTTO,0.525,0.533,1.0,0.248,0.366,0.321,0.501,4.254
DALLY,0.585,0.431,1.0,0.289,0.654,0.695,0.607,4.624
BAMMA,0.548,0.519,1.0,0.602,0.901,1.0,0.74,5.09
FRUMP,0.79,0.694,0.0,0.79,0.33,1.0,0.62,4.67
SPELT,0.422,0.531,0.0,0.519,0.367,0.665,0.418,3.963
JATIS,0.483,0.383,0.0,0.216,0.225,1.0,0.394,3.879
MOTTE,0.496,0.437,1.0,0.262,0.265,0.671,0.519,4.316
MIAUL,0.558,0.503,0.0,0.687,0.224,1.0,0.502,4.257
ABJUD,0.748,0.8,0.0,0.964,0.679,1.0,0.703,4.96
DAFFS,0.591,0.462,1.0,0.912,0.663,1.0,0.753,5.136
WINGY,0.806,0.557,0.0,0.41,0.837,1.0,0.622,4.677
HAPPI,0.634,0.62,1.0,0.667,0.663,1.0,0.751,5.128
MIRRL,0.579,0.481,1.0,0.786,0.294,1.0,0.679,4.876
PLUMB,0.8,0.658,0.0,0.826,0.763,0.644,0.634,4.719
TROAT,0.429,0.515,1.0,0.296,0.097,1.0,0.543,4.4
TROMP,0.63,0.613,0.0,0.322,0.235,0.834,0.458,4.103
USENS,0.294,0.55,1.0,0.098,0.597,1.0,0.56,4.46
RESAW,0.32,0.569,0.0,0.231,0.255,1.0,0.388,3.858
AFALD,0.512,0.584,1.0,0.673,0.24,1.0,0.653,4.786
DURRA,0.505,0.508,1.0,0.548,0.315,1.0,0.632,4.712
FLAME,0.512,0.549,0.0,0.518,0.233,0.117,0.341,3.694
TWIRE,0.533,0.566,0.0,0.43,0.129,1.0,0.452,4.082
ROUTS,0.449,0.333,0.0,0.206,0.113,0.851,0.338,3.683
UPLAY,0.624,0.639,0.0,0.608,0.663,1.0,0.592,4.572
GYELD,0.639,0.641,0.0,0.853,0.623,1.0,0.627,4.694
CONIC,0.661,0.451,1.0,0.073,0.367,0.688,0.552,4.432
GULAB,0.662,0.567,0.0,0.682,0.655,1.0,0.601,4.604
WAKED,0.573,0.46,0.0,0.618,0.263,0.729,0.454,4.089
STUCS,0.461,0.435,1.0,0.676,0.195,1.0,0.611,4.639
COWRY,0.724,0.525,0.0,0.725,0.336,1.0,0.569,4.492
SEITY,0.403,0.338,0.0,0.291,0.253,1.0,0.383,3.84
BEDES,0.351,0.273,1.0,0.063,0.608,1.0,0.529,4.352
GRIZE,0.616,0.579,0.0,0.869,0.264,1.0,0.561,4.464
GOETY,0.558,0.44,0.0,0.76,0.426,1.0,0.533,4.366
BANNS,0.47,0.247,1.0,0.415,0.716,0.695,0.578,4.523
STEMS,0.304,0.4,1.0,0.214,0.392,0.3,0.422,3.977
MUTED,0.605,0.437,0.0,0.32,0.33,0.638,0.41,3.935
MAYOR,0.517,0.551,0.0,0.251,0.354,0.067,0.313,3.596
MARTS,0.402,0.207,0.0,0.154,0.27,0.683,0.298,3.543
MOALS,0.383,0.237,0.0,0.54,0.314,1.0,0.409,3.932
TARRY,0.49,0.363,1.0,0.399,0.289,0.685,0.533,4.366
CLART,0.526,0.525,0.0,0.289,0.22,1.0,0.437,4.03
MORNS,0.474,0.239,0.0,0.322,0.409,1.0,0.414,3.949
DISKS,0.462,0.458,1.0,0.696,0.8,0.155,0.582,4.537
UTILE,0.504,0.635,0.0,0.14,0.07,0.68,0.355,3.742
BENJI,0.663,0.557,0.0,0.941,0.597,0.672,0.581,4.534
SOBAS,0.283,0.26,1.0,0.533,0.591,1.0,0.578,4.523
MANEH,0.497,0.303,0.0,0.252,0.393,1.0,0.416,3.956
BIBES,0.484,0.304,1.0,0.556,0.669,1.0,0.65,4.775
KOOKY,0.702,0.491,1.0,0.975,0.996,0.694,0.799,5.296
IFTAR,0.54,0.73,0.0,0.394,0.13,1.0,0.473,4.156
NIBBY,0.782,0.676,1.0,0.931,0.837,1.0,0.862,5.517
LARVA,0.46,0.473,1.0,0.523,0.413,0.662,0.576,4.516
TOPEK,0.56,0.438,0.0,0.625,0.437,1.0,0.515,4.302
MINIM,0.678,0.511,1.0,0.27,0.753,0.693,0.654,4.789
JOMOS,0.563,0.443,1.0,0.642,1.0,1.0,0.754,5.139
TUTUS,0.56,0.446,1.0,0.522,0.433,1.0,0.65,4.775
BYRLS,0.577,0.392,0.0,0.909,0.301,1.0,0.535,4.373
METEL,0.418,0.416,1.0,0.067,0.38,1.0,0.534,4.369
ZIFFS,0.758,0.616,1.0,0.972,0.885,1.0,0.86,5.51
INCEL,0.534,0.657,0.0,0.092,0.24,1.0,0.432,4.012
RUNDS,0.54,0.396,0.0,0.51,0.252,1.0,0.459,4.107
KURIS,0.543,0.367,0.0,0.654,0.297,1.0,0.483,4.19
MEIDS,0.435,0.333,0.0,0.496,0.51,1.0,0.46,4.11
RESIT,0.325,0.557,0.0,0.009,0.087,0.743,0.291,3.518
AGUES,0.355,0.379,0.0,0.614,0.177,1.0,0.414,3.949
OPZIT,0.705,0.796,0.0,0.985,0.344,1.0,0.645,4.758
WRAPT,0.609,0.598,0.0,0.838,0.232,1.0,0.552,4.432
KITAB,0.619,0.615,0.0,0.421,0.29,0.699,0.458,4.103
PLUCK,0.809,0.647,0.0,0.771,0.276,0.617,0.549,4.422
WOLDS,0.574,0.383,0.0,0.686,0.777,0.775,0.537,4.38
JEATS,0.38,0.352,0.0,0.364,0.221,1.0,0.386,3.851
SPIKY,0.637,0.495,0.0,0.966,0.71,0.691,0.589,4.562
FALAJ,0.592,0.476,1.0,0.768,0.811,1.0,0.756,5.146
ZOOID,0.645,0.52,1.0,0.919,0.831,1.0,0.802,5.307
FERLY,0.593,0.448,0.0,0.522,0.336,1.0,0.494,4.229
GANGS,0.524,0.316,1.0,0.37,0.745,0.527,0.575,4.512
CHARD,0.619,0.534,0.0,0.229,0.143,0.662,0.39,3.865
CURIO,0.597,0.478,0.0,0.309,0.197,0.657,0.395,3.883
DORKS,0.521,0.29,0.0,0.643,0.344,0.695,0.426,3.991
LANCH,0.625,0.506,0.0,0.132,0.415,1.0,0.464,4.124
TERRE,0.31,0.414,1.0,0.048,0.127,0.514,0.393,3.876
EMMER,0.43,0.626,1.0,0.226,0.471,0.814,0.578,4.523
RIVEL,0.541,0.52,0.0,0.249,0.317,1.0,0.448,4.068
CROZE,0.575,0.554,0.0,0.961,0.247,1.0,0.558,4.453
PAVAS,0.418,0.32,1.0,0.553,0.82,1.0,0.658,4.803
VILER,0.541,0.471,0.0,0.099,0.352,1.0,0.424,3.984
HANAP,0.507,0.461,1.0,0.708,0.826,1.0,0.726,5.041
ACTOR,0.478,0.674,0.0,0.082,0.052,0.061,0.25,3.375
ALEFT,0.468,0.636,0.0,0.329,0.084,1.0,0.424,3.984
PONDY,0.705,0.408,0.0,0.36,0.793,1.0,0.56,4.46
MAFIA,0.502,0.533,1.0,0.614,0.643,0.375,0.6,4.6
PUPPA,0.668,0.623,1.0,0.794,0.758,1.0,0.793,5.276
ZYMES,0.576,0.479,0.0,0.898,0.756,1.0,0.614,4.649
COREY,0.511,0.236,0.0,0.105,0.331,0.386,0.286,3.501
SURFY,0.626,0.41,0.0,0.881,0.248,1.0,0.537,4.38
SIXTE,0.472,0.497,0.0,0.789,0.162,1.0,0.485,4.198
FROOM,0.62,0.609,1.0,0.379,0.433,1.0,0.668,4.838
CLASP,0.482,0.572,0.0,0.44,0.216,0.568,0.39,3.865
LIONS,0.439,0.374,0.0,0.066,0.572,0.143,0.283,3.49
SCRAE,0.282,0.403,0.0,0.838,0.173,1.0,0.433,4.016
KOKRA,0.561,0.616,1.0,0.966,0.375,1.0,0.734,5.069
USUAL,0.442,0.727,1.0,0.443,0.605,0.059,0.536,4.376
POCKS,0.614,0.371,0.0,0.747,0.549,1.0,0.554,4.439
KATTI,0.557,0.542,1.0,0.389,0.261,1.0,0.618,4.663
ERRED,0.342,0.447,1.0,0.071,0.256,0.611,0.443,4.05
ALEWS,0.351,0.482,0.0,0.392,0.181,1.0,0.396,3.886
SENNA,0.282,0.388,1.0,0.772,0.29,0.665,0.538,4.383
JOHNS,0.635,0.502,0.0,0.947,0.881,0.178,0.535,4.373
PEOLA,0.378,0.454,0.0,0.438,0.224,1.0,0.412,3.942
VAUTE,0.512,0.494,0.0,0.535,0.049,1.0,0.44,4.04
UNICA,0.574,0.697,0.0,0.277,0.222,0.694,0.427,3.994
FAUGH,0.742,0.554,0.0,0.863,0.735,1.0,0.658,4.803
TREES,0.222,0.273,1.0,0.056,0.139,0.037,0.281,3.484
GLOAT,0.523,0.557,0.0,0.637,0.324,0.699,0.463,4.12
KHEER,0.466,0.524,1.0,0.409,0.471,1.0,0.627,4.694
DEBIT,0.575,0.598,0.0,0.436,0.228,0.216,0.365,3.778
YOWZA,0.701,0.699,0.0,0.987,0.787,1.0,0.696,4.936
STARK,0.424,0.503,0.0,0.199,0.224,0.287,0.288,3.508
NAILS,0.375,0.304,0.0,0.879,0.427,0.155,0.358,3.753
RUNCH,0.735,0.584,0.0,0.529,0.23,1.0,0.535,4.373
HATCH,0.678,0.573,1.0,0.296,0.349,0.257,0.541,4.394
QUINE,0.633,0.565,0.0,0.406,0.31,0.691,0.454,4.089
FLUES,0.488,0.355,0.0,0.738,0.616,0.783,0.496,4.236
TOITS,0.434,0.261,1.0,0.307,0.278,1.0,0.535,4.373
RICER,0.462,0.483,1.0,0.043,0.253,1.0,0.532,4.362
MOHRS,0.524,0.421,0.0,0.843,0.447,1.0,0.538,4.383
FURAL,0.586,0.494,0.0,0.329,0.262,1.0,0.459,4.107
ECASH,0.373,0.679,0.0,0.236,0.185,1.0,0.408,3.928
MOMMY,0.752,0.516,1.0,0.751,0.996,0.33,0.727,5.044
ROHAN,0.495,0.571,0.0,0.346,0.301,0.656,0.405,3.918
INWIT,0.677,0.786,1.0,0.365,0.256,1.0,0.68,4.88
FELON,0.54,0.549,0.0,0.222,0.592,0.669,0.44,4.04
DIKAS,0.468,0.44,0.0,0.805,0.563,1.0,0.538,4.383
FROWN,0.721,0.645,0.0,0.665,0.418,0.632,0.534,4.369
NAIBS,0.44,0.351,0.0,0.971,0.497,1.0,0.533,4.366
BIRSY,0.557,0.446,0.0,0.77,0.384,1.0,0.529,4.352
CLONS,0.511,0.394,0.0,0.263,0.403,1.0,0.437,4.03
CHAIS,0.476,0.356,0.0,0.21,0.089,1.0,0.367,3.784
BOKES,0.459,0.252,0.0,0.57,0.796,1.0,0.507,4.274
PADRI,0.533,0.515,0.0,0.49,0.263,1.0,0.473,4.156
LONER,0.424,0.348,0.0,0.022,0.381,0.683,0.321,3.624
AIDOI,0.451,0.626,1.0,0.711,0.647,1.0,0.71,4.985
OLEHS,0.386,0.532,0.0,0.789,0.722,1.0,0.553,4.436
TIROS,0.4,0.313,0.0,0.243,0.107,1.0,0.349,3.722
PYINS,0.579,0.401,0.0,0.719,0.734,1.0,0.573,4.506
SUSHI,0.447,0.569,1.0,0.394,0.644,0.287,0.546,4.411
TIMID,0.659,0.567,1.0,0.389,0.349,0.641,0.607,4.624
ANIMI,0.52,0.643,1.0,0.304,0.564,1.0,0.657,4.8
KRANS,0.432,0.403,0.0,0.579,0.281,1.0,0.447,4.064
SERRA,0.199,0.36,1.0,0.148,0.228,0.631,0.405,3.918
VEHME,0.575,0.691,1.0,0.767,0.42,1.0,0.725,5.038
PROSO,0.415,0.557,1.0,0.285,0.257,1.0,0.569,4.492
SEMIE,0.277,0.414,1.0,0.298,0.182,1.0,0.503,4.26
DIMBO,0.694,0.663,0.0,0.67,0.83,1.0,0.648,4.768
APOOP,0.498,0.642,1.0,0.577,0.688,1.0,0.711,4.988
ACHER,0.461,0.625,0.0,0.027,0.072,1.0,0.374,3.809
BALKS,0.518,0.293,0.0,0.85,0.748,0.849,0.54,4.39
POSER,0.34,0.361,0.0,0.128,0.439,0.567,0.309,3.582
GAUDY,0.678,0.494,0.0,0.917,0.715,0.684,0.591,4.568
RAITS,0.336,0.252,0.0,0.203,0.084,1.0,0.315,3.602
LABDA,0.491,0.584,1.0,0.87,0.658,1.0,0.74,5.09
SDAYN,0.477,0.554,0.0,0.893,0.285,1.0,0.529,4.352
SLEER,0.22,0.363,1.0,0.268,0.305,1.0,0.495,4.232
GOODO,0.571,0.509,1.0,0.685,0.864,1.0,0.751,5.128
TANTO,0.471,0.426,1.0,0.014,0.225,0.656,0.466,4.131
SIXTH,0.656,0.558,0.0,0.743,0.387,0.101,0.432,4.012
AGOGO,0.536,0.665,1.0,0.772,0.68,1.0,0.752,5.132
OWSEN,0.425,0.627,0.0,0.351,0.719,1.0,0.511,4.288
PANKS,0.508,0.256,0.0,0.614,0.745,1.0,0.519,4.316
AKSED,0.365,0.558,0.0,0.559,0.178,1.0,0.436,4.026
ROUPS,0.492,0.378,0.0,0.582,0.302,1.0,0.462,4.117
ENOKI,0.503,0.707,0.0,0.565,0.57,1.0,0.552,4.432
DEMOI,0.506,0.606,0.0,0.514,0.573,1.0,0.53,4.355
AWDLS,0.509,0.546,0.0,0.982,0.521,1.0,0.585,4.547
NAVEW,0.58,0.5,0.0,0.864,0.393,1.0,0.559,4.456
VENAS,0.372,0.36,0.0,0.616,0.326,1.0,0.438,4.033
TWAES,0.353,0.281,0.0,0.795,0.219,1.0,0.432,4.012
SPURT,0.542,0.571,0.0,0.553,0.118,0.676,0.423,3.98
TRADY,0.556,0.504,0.0,0.611,0.081,1.0,0.468,4.138
TRESS,0.227,0.426,1.0,0.048,0.123,0.693,0.4,3.9
SAXES,0.259,0.179,1.0,0.847,0.351,0.767,0.536,4.376
TAINT,0.499,0.417,1.0,0.053,0.101,0.671,0.461,4.114
TUNAS,0.426,0.325,0.0,0.837,0.218,0.697,0.418,3.963
AIGHT,0.61,0.655,0.0,0.706,0.214,0.697,0.493,4.226
ARAME,0.283,0.504,1.0,0.116,0.049,1.0,0.471,4.148
SWIVE,0.543,0.522,0.0,0.596,0.326,1.0,0.502,4.257
SUINT,0.519,0.421,0.0,0.245,0.121,1.0,0.398,3.893
RIMON,0.573,0.607,0.0,0.21,0.277,1.0,0.457,4.1
DRINK,0.678,0.581,0.0,0.454,0.283,0.034,0.372,3.802
LEACH,0.492,0.531,0.0,0.129,0.23,0.551,0.339,3.686
SEDGY,0.52,0.485,0.0,0.769,0.515,1.0,0.545,4.408
WHILK,0.813,0.649,0.0,0.783,0.763,1.0,0.682,4.887
ZIRAM,0.608,0.554,0.0,0.754,0.334,1.0,0.548,4.418
KRANG,0.615,0.595,0.0,0.504,0.327,1.0,0.518,4.313
YEARS,0.277,0.373,0.0,0.294,0.207,0.003,0.201,3.204
BOLOS,0.466,0.293,1.0,0.509,0.884,1.0,0.669,4.842
HUGGY,0.88,0.663,1.0,0.984,0.908,0.7,0.858,5.503
JAKER,0.533,0.491,0.0,0.695,0.32,1.0,0.509,4.282
ZINCY,0.814,0.597,0.0,0.783,0.431,1.0,0.625,4.688
BREID,0.541,0.535,0.0,0.478,0.261,1.0,0.476,4.166
OMENS,0.382,0.527,0.0,0.09,0.7,0.688,0.396,3.886
FOXES,0.527,0.321,0.0,0.849,0.796,0.626,0.521,4.324
UPSET,0.45,0.63,0.0,0.581,0.328,0.18,0.37,3.795
WADTS,0.512,0.398,0.0,0.567,0.292,1.0,0.467,4.134
BEING,0.612,0.493,0.0,0.129,0.541,0.004,0.328,3.648
GROUT,0.632,0.604,0.0,0.326,0.102,0.644,0.409,3.932
NODAL,0.501,0.567,0.0,0.327,0.583,0.658,0.445,4.058
GRANO,0.499,0.549,0.0,0.197,0.145,0.85,0.386,3.851
OYAMA,0.436,0.66,1.0,0.778,0.39,0.697,0.638,4.733
HOOTY,0.629,0.442,1.0,0.45,0.521,1.0,0.669,4.842
HERBS,0.468,0.378,0.0,0.492,0.347,0.121,0.318,3.613
COOEE,0.325,0.261,1.0,0.62,0.305,1.0,0.559,4.456
KULFI,0.778,0.667,0.0,0.957,0.709,1.0,0.694,4.929
MOBEE,0.432,0.369,1.0,0.556,0.5,1.0,0.622,4.677
ADDRA,0.43,0.715,1.0,0.676,0.309,1.0,0.662,4.817
ALACK,0.511,0.588,1.0,0.272,0.112,1.0,0.574,4.509
FUGUE,0.7,0.639,1.0,0.93,0.43,0.668,0.725,5.038
NOOSE,0.288,0.475,1.0,0.336,0.352,0.671,0.497,4.24
SAJOU,0.481,0.522,0.0,0.866,0.525,1.0,0.557,4.45
PEYSE,0.342,0.563,1.0,0.564,0.286,1.0,0.597,4.59
GENOA,0.407,0.51,0.0,0.35,0.235,0.548,0.348,3.718
OSARS,0.187,0.485,1.0,0.235,0.153,1.0,0.478,4.173
UPBYE,0.678,0.809,0.0,0.97,0.414,1.0,0.648,4.768
AQUAE,0.419,0.6,1.0,0.986,0.132,1.0,0.662,4.817
CAGED,0.531,0.381,0.0,0.261,0.138,0.657,0.348,3.718
SALAL,0.273,0.329,1.0,0.097,0.698,1.0,0.537,4.38
IMLIS,0.503,0.538,1.0,0.685,0.684,1.0,0.712,4.992
ONDES,0.371,0.461,0.0,0.006,0.59,0.868,0.381,3.834
PASSU,0.34,0.524,1.0,0.336,0.557,1.0,0.598,4.593
LOLLY,0.614,0.464,1.0,0.4,0.87,0.683,0.666,4.831
VEALY,0.527,0.488,0.0,0.16,0.274,1.0,0.42,3.97
BLEED,0.47,0.436,1.0,0.251,0.601,0.501,0.536,4.376
ABYES,0.373,0.452,0.0,0.596,0.198,1.0,0.43,4.005
PLOYE,0.536,0.555,0.0,0.829,0.438,1.0,0.557,4.45
STAKE,0.332,0.456,0.0,0.44,0.184,0.198,0.275,3.463
NYUZE,0.688,0.72,0.0,0.997,0.382,1.0,0.637,4.73
WEIGH,0.686,0.58,0.0,0.666,0.642,0.279,0.497,4.24
COMBE,0.607,0.517,0.0,0.389,0.323,0.681,0.438,4.033
MEMOS,0.418,0.398,1.0,0.331,0.744,0.575,0.562,4.467
ORLES,0.295,0.34,0.0,0.138,0.268,1.0,0.336,3.676
ACNED,0.477,0.477,0.0,0.667,0.081,1.0,0.453,4.085
VOILE,0.525,0.466,0.0,0.723,0.286,0.685,0.455,4.093
WIKIS,0.614,0.498,1.0,0.736,0.8,0.641,0.705,4.967
STOND,0.497,0.509,0.0,0.004,0.289,1.0,0.395,3.883
TOSES,0.21,0.225,1.0,0.057,0.435,1.0,0.46,4.11
SHOES,0.268,0.193,1.0,0.479,0.701,0.012,0.425,3.988
BOCKS,0.634,0.386,0.0,0.794,0.549,1.0,0.568,4.488
AESIR,0.211,0.551,0.0,0.618,0.064,1.0,0.388,3.858
ZYMIC,0.849,0.789,0.0,0.961,0.397,1.0,0.684,4.894
PRESA,0.276,0.556,0.0,0.041,0.229,0.72,0.301,3.553
PISES,0.281,0.256,1.0,0.134,0.669,1.0,0.529,4.352
WEFTE,0.546,0.617,1.0,0.444,0.215,1.0,0.628,4.698
AXOID,0.587,0.606,0.0,0.985,0.647,1.0,0.632,4.712
EEJIT,0.467,0.694,1.0,0.952,0.244,1.0,0.7,4.95
ICERS,0.374,0.554,0.0,0.069,0.191,1.0,0.366,3.781
BLEEP,0.48,0.469,1.0,0.399,0.676,0.669,0.602,4.607
RUDDY,0.73,0.621,1.0,0.947,0.307,0.67,0.714,4.999
CLYPE,0.636,0.673,0.0,0.767,0.203,1.0,0.555,4.442
MOONG,0.64,0.466,1.0,0.178,0.877,1.0,0.688,4.908
THESE,0.313,0.577,1.0,0.001,0.161,0.002,0.339,3.686
DITAL,0.521,0.557,0.0,0.081,0.236,1.0,0.411,3.938
TONDI,0.596,0.49,0.0,0.024,0.252,1.0,0.414,3.949
EMONG,0.565,0.705,0.0,0.122,0.733,1.0,0.525,4.338
RADII,0.467,0.536,1.0,0.706,0.252,0.65,0.588,4.558
COOFS,0.538,0.321,1.0,0.612,0.538,1.0,0.655,4.792
QUAIR,0.603,0.569,0.0,0.764,0.127,1.0,0.52,4.32
CAVIE,0.512,0.48,0.0,0.463,0.04,1.0,0.425,3.988
SKEEZ,0.429,0.444,1.0,0.954,0.661,1.0,0.716,5.006
DIMER,0.522,0.474,0.0,0.132,0.358,0.663,0.375,3.812
GROOM,0.599,0.604,1.0,0.406,0.433,0.379,0.573,4.506
SEPIC,0.451,0.51,0.0,0.366,0.099,1.0,0.409,3.932
CANST,0.449,0.438,0.0,0.044,0.2,0.69,0.318,3.613
PACER,0.446,0.362,0.0,0.118,0.261,0.667,0.323,3.63
BICCY,0.81,0.586,1.0,0.84,0.447,1.0,0.783,5.24
BIELD,0.573,0.506,0.0,0.595,0.552,1.0,0.541,4.394
BURAS,0.447,0.276,0.0,0.296,0.256,0.871,0.367,3.784
PRIES,0.368,0.218,0.0,0.117,0.286,1.0,0.335,3.673
RESTY,0.392,0.524,0.0,0.031,0.172,1.0,0.357,3.75
GNAPI,0.603,0.634,0.0,0.968,0.282,1.0,0.583,4.54
