Word,LFS,PLFS,RLP,HLT,MatchReduction,AvgElimination,FeedbackGreen,FeedbackYellow,FeedbackGray
ROUSE,0.324,0.488,0.0,0.1,395.065,13855.667,0.2,0.16,0.64
DELAY,0.462,0.457,0.0,0.267,89.957,13895.6,0.04,0.293,0.667
GAZAL,0.566,0.565,1.0,0.913,22.524,13361.533,0.04,0.16,0.8
APPTS,0.478,0.533,1.0,0.738,75.687,13980.867,0.053,0.293,0.653
BLERT,0.529,0.576,0.0,0.145,309.089,13974.4,0.107,0.267,0.627
CAJUN,0.709,0.608,0.0,0.909,79.218,13882.067,0.067,0.2,0.733
ANION,0.456,0.602,1.0,0.032,281.773,13887.133,0.08,0.227,0.693
SOXES,0.323,0.199,1.0,0.852,24.887,13112.0,0.08,0.16,0.76
FLIPS,0.608,0.457,0.0,0.852,82.34,14107.2,0.107,0.133,0.76
TIPSY,0.571,0.596,0.0,0.802,173.671,14384.333,0.067,0.24,0.693
CUSPY,0.669,0.585,0.0,0.834,40.508,13725.933,0.053,0.147,0.8
TRAYS,0.403,0.408,0.0,0.487,196.982,13951.733,0.12,0.307,0.573
AMATE,0.317,0.518,1.0,0.074,302.169,14076.667,0.213,0.16,0.627
YENTE,0.429,0.512,1.0,0.132,94.037,14262.6,0.133,0.16,0.707
ICTAL,0.538,0.727,0.0,0.119,159.887,14169.733,0.0,0.413,0.587
ACOEL,0.384,0.494,0.0,0.491,180.431,13849.867,0.04,0.347,0.613
TUMPY,0.784,0.6,0.0,0.885,92.398,14041.667,0.053,0.133,0.813
SCRIM,0.543,0.494,0.0,0.57,149.485,14244.533,0.067,0.253,0.68
SCUMS,0.505,0.44,1.0,0.814,35.477,13622.667,0.053,0.12,0.827
BOING,0.687,0.451,0.0,0.329,373.732,14083.867,0.147,0.067,0.787
ROILS,0.398,0.285,0.0,0.576,368.372,14165.0,0.107,0.227,0.667
COFFS,0.671,0.453,1.0,0.692,29.45,13615.667,0.053,0.133,0.813
SHILY,0.584,0.445,0.0,0.415,77.742,14134.333,0.093,0.16,0.747
TRONK,0.617,0.572,0.0,0.32,165.585,14179.0,0.093,0.2,0.707
TOURS,0.449,0.34,0.0,0.106,318.356,14139.067,0.067,0.28,0.653
BROOD,0.589,0.536,1.0,0.615,44.285,13719.667,0.053,0.12,0.827
DUMAS,0.495,0.421,0.0,0.517,67.871,13588.933,0.04,0.24,0.72
COKES,0.446,0.256,0.0,0.378,41.258,13368.6,0.067,0.227,0.707
DICTU,0.714,0.638,0.0,0.321,522.321,14241.867,0.053,0.24,0.707
THINK,0.737,0.594,0.0,0.125,135.919,14529.867,0.107,0.173,0.72
TEEND,0.417,0.5,1.0,0.035,112.863,14183.333,0.067,0.24,0.693
HAUGH,0.717,0.568,1.0,0.759,66.75,13895.4,0.08,0.147,0.773
KENAF,0.544,0.539,0.0,0.893,43.691,14031.0,0.013,0.307,0.68
LOUSY,0.524,0.518,0.0,0.492,540.423,13659.2,0.08,0.12,0.8
WREAK,0.506,0.608,0.0,0.629,122.423,13109.467,0.04,0.307,0.653
MAQUI,0.68,0.627,0.0,0.924,54.246,13903.733,0.04,0.213,0.747
RADIO,0.439,0.53,0.0,0.207,1097.375,13895.667,0.107,0.267,0.627
PASMO,0.428,0.517,0.0,0.531,44.191,13615.467,0.067,0.227,0.707
GRENS,0.417,0.427,0.0,0.127,180.524,14186.867,0.08,0.293,0.627
SKINT,0.558,0.514,0.0,0.431,151.566,14303.133,0.187,0.133,0.68
MNEME,0.471,0.596,1.0,0.647,34.409,13718.067,0.093,0.093,0.813
LIKER,0.509,0.524,0.0,0.482,37.961,13851.267,0.027,0.307,0.667
BUKOS,0.611,0.464,0.0,0.958,46.453,13199.6,0.027,0.133,0.84
CISCO,0.532,0.616,1.0,0.31,65.963,13925.867,0.08,0.173,0.747
CLANG,0.63,0.548,0.0,0.163,220.163,14323.6,0.173,0.133,0.693
CYCAD,0.688,0.649,1.0,0.812,47.945,13598.8,0.04,0.187,0.773
MICHT,0.756,0.64,0.0,0.435,247.358,14469.133,0.08,0.213,0.707
DESEX,0.402,0.48,1.0,0.121,20.242,13095.933,0.04,0.187,0.773
NAEVI,0.471,0.567,0.0,0.974,418.623,14253.333,0.053,0.333,0.613
SALUE,0.291,0.339,0.0,0.546,625.077,13519.933,0.187,0.213,0.6
BINGE,0.612,0.479,0.0,0.194,62.256,14277.4,0.12,0.173,0.707
ABASK,0.406,0.627,1.0,0.723,318.624,13400.733,0.133,0.093,0.773
CAGER,0.465,0.387,0.0,0.168,322.791,13718.733,0.093,0.333,0.573
ORALS,0.306,0.413,0.0,0.123,107.411,13831.0,0.107,0.28,0.613
FRYER,0.562,0.577,1.0,0.506,45.126,13692.533,0.067,0.173,0.76
PHOTO,0.628,0.552,1.0,0.35,118.199,14354.133,0.053,0.16,0.787
GRINS,0.52,0.401,0.0,0.156,352.701,14193.867,0.133,0.2,0.667
NURRS,0.474,0.381,1.0,0.645,62.467,14035.333,0.053,0.2,0.747
MEILS,0.4,0.308,0.0,0.421,63.124,14086.8,0.067,0.267,0.667
GILLY,0.707,0.518,1.0,0.491,39.376,13882.067,0.027,0.133,0.84
PRORA,0.438,0.522,1.0,0.077,73.127,13838.467,0.067,0.227,0.707
MOCKY,0.78,0.522,0.0,0.895,28.289,13570.133,0.027,0.093,0.88
GREWS,0.496,0.485,0.0,0.533,58.567,13688.467,0.04,0.28,0.68
TOZED,0.592,0.45,0.0,0.877,44.917,13805.867,0.053,0.24,0.707
BRIEF,0.591,0.428,0.0,0.561,139.477,14066.867,0.12,0.2,0.68
HONAN,0.536,0.461,1.0,0.49,30.181,14063.0,0.027,0.24,0.733
BANAL,0.467,0.388,1.0,0.67,36.316,13587.4,0.053,0.187,0.76
UNGOD,0.706,0.777,0.0,0.5,1032.011,13954.667,0.013,0.16,0.827
DREAD,0.419,0.546,1.0,0.26,128.024,13496.667,0.053,0.32,0.627
CHEBA,0.557,0.63,0.0,0.334,209.211,13946.867,0.027,0.333,0.64
RAVEL,0.449,0.439,0.0,0.28,112.026,13295.8,0.08,0.307,0.613
ZERKS,0.521,0.405,0.0,0.791,30.026,13093.667,0.027,0.267,0.707
SONDE,0.371,0.333,0.0,0.043,98.984,13923.8,0.16,0.16,0.68
MOFOS,0.532,0.411,1.0,0.335,16.047,13506.6,0.027,0.12,0.853
NETTY,0.554,0.546,1.0,0.338,80.259,14171.133,0.053,0.24,0.707
CLOTE,0.499,0.502,0.0,0.292,491.922,14112.067,0.173,0.187,0.64
COCKS,0.62,0.39,1.0,0.663,24.626,13257.067,0.053,0.12,0.827
CALYX,0.717,0.528,0.0,0.912,54.456,13436.333,0.08,0.16,0.76
CERIA,0.381,0.424,0.0,0.105,1628.408,13905.333,0.067,0.413,0.52
RACES,0.282,0.237,0.0,0.081,572.396,13220.267,0.08,0.4,0.52
STIED,0.392,0.37,0.0,0.048,185.433,14055.267,0.12,0.293,0.587
OORIE,0.345,0.418,1.0,0.195,113.67,13957.067,0.147,0.187,0.667
GLANS,0.46,0.39,0.0,0.37,107.177,14244.2,0.133,0.2,0.667
ZONED,0.6,0.402,0.0,0.42,42.697,13525.4,0.04,0.2,0.76
ESTRO,0.297,0.758,0.0,0.045,260.207,13981.267,0.027,0.413,0.56
MASAS,0.2,0.292,1.0,0.162,13.627,12975.2,0.04,0.187,0.773
CAPOT,0.555,0.52,0.0,0.391,457.426,14263.533,0.12,0.24,0.64
OKING,0.69,0.701,0.0,0.397,379.975,13867.667,0.107,0.093,0.8
NUGAE,0.484,0.595,0.0,0.957,88.906,14566.667,0.133,0.227,0.64
CHICH,0.819,0.612,1.0,0.195,66.36,14385.4,0.133,0.04,0.827
COMUS,0.575,0.38,0.0,0.393,32.16,13868.933,0.067,0.147,0.787
ARVOS,0.406,0.514,0.0,0.727,136.898,13624.933,0.067,0.28,0.653
TATAR,0.365,0.449,1.0,0.043,116.265,13543.733,0.053,0.28,0.667
PERLE,0.383,0.38,1.0,0.265,66.086,13875.6,0.133,0.147,0.72
SPACE,0.359,0.465,0.0,0.361,685.508,13738.467,0.227,0.187,0.587
FOLKY,0.768,0.485,0.0,0.947,24.451,13739.333,0.053,0.053,0.893
HALFS,0.53,0.374,0.0,0.774,95.13,13614.067,0.053,0.253,0.693
PROEM,0.504,0.416,0.0,0.544,63.258,13789.4,0.067,0.227,0.707
VOLKE,0.613,0.519,0.0,0.93,37.284,13479.2,0.133,0.067,0.8
CREWE,0.479,0.571,1.0,0.396,247.503,13180.0,0.16,0.107,0.733
BACHS,0.561,0.389,0.0,0.717,126.497,13869.133,0.067,0.253,0.68
FIGOS,0.579,0.476,0.0,0.648,555.38,13539.2,0.04,0.2,0.76
ARROW,0.482,0.554,1.0,0.355,103.772,13527.533,0.08,0.187,0.733
DRAPS,0.434,0.399,0.0,0.751,83.142,14081.867,0.133,0.227,0.64
SAHEB,0.387,0.376,0.0,0.586,194.924,13912.4,0.093,0.293,0.613
LOTES,0.329,0.238,0.0,0.061,347.145,13831.667,0.04,0.347,0.613
SHAYS,0.373,0.345,1.0,0.537,46.769,13830.0,0.107,0.16,0.733
PAREU,0.423,0.263,0.0,0.286,69.133,13923.0,0.08,0.32,0.6
DELLA,0.416,0.522,1.0,0.167,89.18,13597.333,0.04,0.28,0.68
MAMAK,0.551,0.483,1.0,0.475,13.949,12910.733,0.053,0.093,0.853
DEXYS,0.571,0.542,0.0,0.918,20.668,13390.067,0.027,0.213,0.76
TUTOR,0.57,0.586,1.0,0.176,84.931,14120.0,0.027,0.24,0.733
DSOBO,0.501,0.696,1.0,0.676,75.819,13257.2,0.027,0.133,0.84
RISPS,0.372,0.459,1.0,0.482,85.335,14132.667,0.053,0.227,0.72
GHEST,0.501,0.644,0.0,0.044,405.397,14481.4,0.093,0.28,0.627
PENNI,0.538,0.475,1.0,0.407,177.431,13970.133,0.067,0.213,0.72
DUDDY,0.796,0.628,1.0,0.941,39.841,13334.067,0.04,0.027,0.933
FUCKS,0.731,0.507,0.0,0.874,25.918,13507.2,0.027,0.147,0.827
ZEBRA,0.524,0.686,0.0,0.814,132.291,13311.933,0.027,0.333,0.64
FLOWS,0.624,0.491,0.0,0.803,37.84,13534.133,0.04,0.133,0.827
LAVRA,0.46,0.58,1.0,0.887,41.9,13182.867,0.053,0.213,0.733
YBORE,0.525,0.661,0.0,0.408,66.959,13977.867,0.107,0.173,0.72
HOLLA,0.516,0.505,1.0,0.271,34.455,13942.6,0.04,0.213,0.747
BOOSE,0.343,0.411,1.0,0.448,101.809,13592.2,0.173,0.08,0.747
PUPAL,0.623,0.571,1.0,0.589,26.723,13494.333,0.027,0.2,0.773
PLAGE,0.49,0.488,0.0,0.434,138.935,14428.533,0.2,0.147,0.653
FIFED,0.678,0.533,1.0,0.531,37.5,13568.533,0.04,0.2,0.76
ROOFS,0.455,0.342,1.0,0.627,51.638,13724.8,0.053,0.173,0.773
DRIES,0.358,0.265,0.0,0.285,252.873,13958.733,0.12,0.28,0.6
MENTO,0.503,0.479,0.0,0.017,97.146,14276.2,0.053,0.28,0.667
OCTET,0.501,0.599,1.0,0.232,180.228,13881.0,0.067,0.253,0.68
COHOG,0.696,0.609,1.0,0.691,183.974,14182.533,0.067,0.093,0.84
POPPA,0.591,0.545,1.0,0.586,24.189,13417.533,0.053,0.147,0.8
PRIER,0.455,0.384,1.0,0.098,140.169,14088.067,0.12,0.2,0.68
ANTIS,0.378,0.477,0.0,0.005,144.004,14349.733,0.04,0.413,0.547
CEILS,0.406,0.306,0.0,0.467,101.171,14084.333,0.093,0.28,0.627
LEEZE,0.356,0.55,1.0,0.917,28.743,13221.933,0.107,0.053,0.84
MOLUE,0.519,0.445,0.0,0.72,45.077,13937.867,0.133,0.107,0.76
YANGS,0.506,0.374,0.0,0.482,28.987,13849.867,0.04,0.267,0.693
GIZMO,0.768,0.716,0.0,0.987,79.829,13765.867,0.027,0.133,0.84
ROUST,0.449,0.532,0.0,0.075,530.37,14275.0,0.16,0.187,0.653
TARGA,0.427,0.418,1.0,0.454,143.371,13864.867,0.067,0.293,0.64
EPRIS,0.368,0.462,0.0,0.206,76.92,14136.067,0.027,0.373,0.6
DICOT,0.637,0.623,0.0,0.154,261.271,14086.333,0.08,0.227,0.693
STEEM,0.299,0.425,1.0,0.085,130.039,13800.133,0.067,0.253,0.68
PINGO,0.667,0.52,0.0,0.305,256.514,13912.8,0.04,0.187,0.773
STOLE,0.329,0.47,0.0,0.067,528.998,14067.6,0.147,0.24,0.613
HOPPY,0.765,0.587,1.0,0.816,219.35,13761.467,0.04,0.08,0.88
REALS,0.231,0.297,0.0,0.084,397.593,13382.133,0.107,0.36,0.533
WHEEK,0.587,0.543,1.0,0.615,14.865,13499.267,0.013,0.147,0.84
NIMBS,0.598,0.518,0.0,0.814,70.91,14006.267,0.04,0.2,0.76
WHOPS,0.643,0.504,0.0,0.717,62.485,13781.867,0.013,0.173,0.813
LORRY,0.552,0.414,1.0,0.426,37.621,13853.867,0.053,0.133,0.813
SKULL,0.594,0.588,1.0,0.937,68.539,12959.2,0.053,0.093,0.853
MUDIR,0.674,0.599,0.0,0.76,146.469,14232.467,0.04,0.2,0.76
WEDEL,0.494,0.517,1.0,0.189,43.196,13271.4,0.04,0.147,0.813
HEFTE,0.517,0.606,1.0,0.205,242.472,14219.6,0.133,0.147,0.72
ALAPA,0.324,0.56,1.0,0.294,53.825,13897.6,0.133,0.067,0.8
KIKOI,0.664,0.698,1.0,0.97,25.905,13390.2,0.013,0.107,0.88
LORIS,0.398,0.265,0.0,0.068,72.628,14135.133,0.053,0.28,0.667
JAMES,0.423,0.289,0.0,0.373,40.169,13410.133,0.067,0.28,0.653
DOYLY,0.696,0.557,1.0,0.916,26.285,13545.867,0.04,0.08,0.88
DAWED,0.54,0.427,1.0,0.594,34.223,13377.533,0.067,0.213,0.72
BOXED,0.661,0.438,0.0,0.923,21.542,13351.867,0.053,0.147,0.8
DICER,0.528,0.491,0.0,0.065,127.597,13924.067,0.04,0.333,0.627
TOGED,0.547,0.412,0.0,0.263,162.958,13911.067,0.067,0.253,0.68
CLINT,0.66,0.549,0.0,0.087,319.065,14550.2,0.2,0.133,0.667
PRUTA,0.549,0.556,0.0,0.468,204.957,14324.067,0.093,0.293,0.613
DHOLS,0.544,0.436,0.0,0.742,57.32,13960.6,0.013,0.213,0.773
URARI,0.45,0.616,1.0,0.081,133.761,14054.133,0.12,0.213,0.667
MINDS,0.568,0.36,0.0,0.159,40.903,13902.133,0.013,0.24,0.747
EYASS,0.19,0.492,1.0,0.635,227.256,13739.533,0.12,0.227,0.653
ROBUG,0.694,0.622,0.0,0.752,201.102,14043.867,0.067,0.133,0.8
MOTIF,0.681,0.512,0.0,0.342,187.357,14174.0,0.04,0.213,0.747
DURRS,0.499,0.349,1.0,0.603,57.516,13541.467,0.053,0.173,0.773
FYLES,0.506,0.359,0.0,0.759,51.77,13652.267,0.053,0.213,0.733
BOAST,0.404,0.416,0.0,0.397,244.122,14270.8,0.2,0.173,0.627
BLESS,0.32,0.43,1.0,0.168,267.681,13105.533,0.08,0.173,0.747
JARKS,0.537,0.331,0.0,0.811,33.588,13016.933,0.053,0.253,0.693
ITCHY,0.756,0.799,0.0,0.71,525.063,14463.133,0.027,0.267,0.707
JHALA,0.567,0.618,1.0,0.896,52.469,13782.8,0.067,0.147,0.787
LIERS,0.323,0.397,0.0,0.103,94.035,13926.667,0.027,0.387,0.587
RULER,0.459,0.427,1.0,0.296,52.856,13342.2,0.067,0.213,0.72
RADAR,0.364,0.498,1.0,0.202,66.784,13342.533,0.08,0.173,0.747
DEKED,0.508,0.485,1.0,0.607,19.213,13040.467,0.04,0.107,0.853
PAWER,0.483,0.386,0.0,0.48,50.375,13580.133,0.067,0.307,0.627
ROPES,0.34,0.263,0.0,0.172,54.161,13756.533,0.067,0.293,0.64
LAKES,0.33,0.277,0.0,0.436,127.955,13235.333,0.053,0.32,0.627
HASTE,0.324,0.485,0.0,0.036,557.19,14232.067,0.16,0.32,0.52
AIOLI,0.416,0.528,1.0,0.273,126.852,13813.4,0.04,0.253,0.707
TARNS,0.366,0.227,0.0,0.261,227.485,14197.333,0.107,0.36,0.533
HUFFY,0.921,0.714,1.0,0.986,76.269,13520.933,0.013,0.08,0.907
CEILI,0.504,0.488,1.0,0.294,107.44,14042.067,0.093,0.2,0.707
TINES,0.367,0.212,0.0,0.002,73.305,14263.933,0.04,0.4,0.56
EXACT,0.55,0.683,0.0,0.773,1062.096,13723.8,0.147,0.267,0.587
MOOEY,0.489,0.273,1.0,0.83,18.862,13329.667,0.04,0.147,0.813
THEIN,0.545,0.593,0.0,0.006,85.402,14588.267,0.027,0.373,0.6
SARIS,0.215,0.12,1.0,0.077,189.252,13866.667,0.107,0.28,0.613
URARE,0.347,0.554,1.0,0.032,230.078,13511.533,0.213,0.16,0.627
PATER,0.397,0.323,0.0,0.017,173.266,13954.8,0.067,0.413,0.52
INBOX,0.739,0.824,0.0,0.828,51.407,13927.133,0.0,0.187,0.813
EXIST,0.472,0.702,0.0,0.589,275.483,14146.267,0.147,0.24,0.613
BLATS,0.452,0.34,0.0,0.248,469.654,13756.467,0.133,0.24,0.627
RYMER,0.522,0.564,1.0,0.416,113.393,13361.4,0.067,0.173,0.76
EPHOR,0.519,0.821,0.0,0.391,39.709,14187.667,0.0,0.32,0.68
GRUFE,0.64,0.631,0.0,0.927,115.2,14011.8,0.147,0.133,0.72
MATCH,0.664,0.523,0.0,0.3,264.356,14167.2,0.093,0.253,0.653
CRAYS,0.452,0.398,0.0,0.628,207.467,13488.933,0.133,0.24,0.627
CORNU,0.627,0.432,0.0,0.401,236.925,14074.733,0.107,0.16,0.733
PLOTZ,0.726,0.561,0.0,0.868,204.814,14148.267,0.067,0.147,0.787
HAWSE,0.411,0.565,0.0,0.662,232.813,13998.067,0.173,0.2,0.627
LIVED,0.608,0.525,0.0,0.202,32.413,13755.4,0.027,0.24,0.733
FORMA,0.556,0.469,0.0,0.215,30.808,14011.8,0.053,0.24,0.707
KALUA,0.488,0.527,1.0,0.801,32.451,13016.0,0.053,0.147,0.8
BOOBS,0.531,0.315,1.0,0.84,15.004,13033.6,0.04,0.093,0.867
FEHME,0.561,0.647,1.0,0.86,120.295,13922.267,0.12,0.067,0.813
SITAR,0.336,0.436,0.0,0.061,307.254,14061.467,0.053,0.44,0.507
UPRAN,0.556,0.626,0.0,0.225,69.988,14064.4,0.013,0.32,0.667
CIVVY,0.894,0.64,1.0,0.997,27.676,13883.0,0.04,0.107,0.853
REDOX,0.564,0.629,0.0,0.511,52.535,13487.533,0.053,0.227,0.72
PARPS,0.444,0.23,1.0,0.684,40.285,13570.467,0.08,0.253,0.667
PUBES,0.513,0.306,0.0,0.564,47.255,13471.867,0.04,0.227,0.733
PLING,0.715,0.558,0.0,0.079,184.142,14222.2,0.147,0.08,0.773
SEGUE,0.344,0.48,1.0,0.727,71.222,13972.267,0.16,0.093,0.747
VINTS,0.59,0.402,0.0,0.066,50.671,14178.0,0.04,0.28,0.68
NOONE,0.417,0.452,1.0,0.153,64.504,13761.867,0.173,0.04,0.787
OAVES,0.314,0.317,0.0,0.386,40.223,13566.4,0.053,0.32,0.627
LEAKY,0.495,0.471,0.0,0.787,135.47,13585.8,0.08,0.227,0.693
TUBBY,0.823,0.643,1.0,0.944,40.545,13960.133,0.027,0.133,0.84
FARDS,0.474,0.282,0.0,0.533,39.724,13730.2,0.067,0.28,0.653
LUNAR,0.511,0.522,0.0,0.848,45.183,14021.067,0.013,0.333,0.653
LEATS,0.264,0.304,0.0,0.062,1478.732,13802.533,0.107,0.373,0.52
FLORS,0.503,0.439,0.0,0.425,71.035,14024.733,0.053,0.213,0.733
TOWEL,0.536,0.445,0.0,0.275,111.237,13832.933,0.053,0.253,0.693
GEMOT,0.557,0.593,0.0,0.343,109.073,14173.2,0.08,0.227,0.693
HABLE,0.505,0.531,0.0,0.374,1078.171,13971.867,0.133,0.213,0.653
REAME,0.272,0.451,1.0,0.062,370.479,13475.4,0.2,0.16,0.64
YEGGS,0.549,0.536,1.0,0.951,19.313,13661.4,0.027,0.213,0.76
STENT,0.389,0.529,1.0,0.005,224.021,14225.6,0.147,0.213,0.64
TASED,0.299,0.365,0.0,0.072,160.857,13976.2,0.067,0.4,0.533
BRUVS,0.659,0.48,0.0,0.994,170.253,13339.6,0.067,0.147,0.787
MOTZA,0.614,0.547,0.0,0.967,34.814,13999.6,0.027,0.267,0.707
ACRAL,0.412,0.554,1.0,0.28,158.572,13422.333,0.04,0.28,0.68
GOURA,0.517,0.523,0.0,0.275,91.883,14021.333,0.053,0.267,0.68
COLEY,0.543,0.292,0.0,0.353,57.952,13858.667,0.08,0.187,0.733
RULED,0.525,0.421,0.0,0.396,61.465,13600.0,0.067,0.24,0.693
CHETH,0.667,0.591,1.0,0.015,293.868,14257.6,0.08,0.24,0.68
WALKS,0.542,0.361,0.0,0.836,38.218,12890.0,0.053,0.2,0.747
PUNGA,0.652,0.52,0.0,0.565,51.667,14102.067,0.027,0.24,0.733
NIXES,0.48,0.403,0.0,0.874,29.933,13971.8,0.04,0.293,0.667
GOWNS,0.613,0.423,0.0,0.733,274.195,13678.0,0.067,0.133,0.8
STAIR,0.336,0.464,0.0,0.255,1202.308,14114.267,0.133,0.36,0.507
SAPAN,0.328,0.405,1.0,0.245,65.316,13627.667,0.08,0.213,0.707
FOUER,0.527,0.399,0.0,0.199,30.014,13919.0,0.067,0.227,0.707
PISTE,0.402,0.494,0.0,0.123,410.189,14311.8,0.147,0.267,0.587
OCTAL,0.51,0.706,0.0,0.263,155.211,14053.4,0.0,0.373,0.627
POOFS,0.532,0.302,1.0,0.705,23.402,13572.467,0.04,0.12,0.84
CAMAS,0.37,0.295,1.0,0.223,43.986,13348.0,0.08,0.2,0.72
BALES,0.327,0.138,0.0,0.098,159.577,13280.867,0.08,0.307,0.613
CLUMP,0.787,0.673,0.0,0.809,70.247,13889.133,0.067,0.093,0.84
RITTS,0.451,0.396,1.0,0.204,140.339,13977.267,0.067,0.293,0.64
VASTS,0.369,0.395,1.0,0.268,44.841,13422.533,0.067,0.253,0.68
MAZET,0.539,0.425,0.0,0.836,206.186,13977.8,0.107,0.267,0.627
TYPAL,0.598,0.681,0.0,0.581,109.743,13966.533,0.027,0.293,0.68
PARRS,0.368,0.203,1.0,0.378,76.324,13528.333,0.08,0.253,0.667
SWADS,0.391,0.343,1.0,0.71,39.575,13350.533,0.107,0.133,0.76
SANDY,0.477,0.323,0.0,0.317,47.728,13759.467,0.08,0.227,0.693
ISHES,0.295,0.549,1.0,0.032,29.248,13975.733,0.013,0.307,0.68
PAWKS,0.587,0.375,0.0,0.984,16.16,13175.333,0.053,0.187,0.76
KELIM,0.587,0.575,0.0,0.407,37.053,14008.133,0.04,0.213,0.747
TURON,0.578,0.501,0.0,0.15,133.047,14469.6,0.04,0.28,0.68
STRIP,0.494,0.493,0.0,0.294,240.148,14375.2,0.08,0.307,0.613
PROOK,0.602,0.547,1.0,0.532,43.082,13697.867,0.053,0.107,0.84
PAKUL,0.646,0.553,0.0,0.932,29.904,13513.8,0.053,0.173,0.773
LABOR,0.489,0.569,0.0,0.326,52.676,13733.933,0.04,0.28,0.68
FACEY,0.564,0.384,0.0,0.579,145.45,13749.733,0.067,0.267,0.667
TRAGI,0.519,0.562,0.0,0.456,225.449,14137.933,0.12,0.32,0.56
SHOTE,0.389,0.431,0.0,0.193,203.809,14473.333,0.16,0.227,0.613
SEXES,0.248,0.24,1.0,0.578,24.9,12865.467,0.067,0.133,0.8
SPEAT,0.31,0.495,0.0,0.187,611.418,14040.6,0.093,0.373,0.533
SCOWP,0.635,0.604,0.0,0.808,37.376,13758.533,0.04,0.16,0.8
DENTE,0.417,0.448,1.0,0.015,121.056,14272.733,0.147,0.16,0.693
PLUDS,0.606,0.453,0.0,0.815,87.025,13660.6,0.053,0.147,0.8
LADEE,0.292,0.377,1.0,0.267,97.358,13663.4,0.16,0.16,0.68
PLAIT,0.531,0.487,0.0,0.313,383.162,14562.133,0.173,0.213,0.613
WHOOF,0.754,0.671,1.0,0.435,54.741,13734.933,0.0,0.093,0.907
RIGOL,0.581,0.633,0.0,0.499,134.029,14195.867,0.053,0.227,0.72
RINGY,0.685,0.514,0.0,0.298,98.311,14216.733,0.04,0.227,0.733
PROSE,0.34,0.5,0.0,0.204,253.514,14104.8,0.187,0.173,0.64
CHUTE,0.635,0.567,0.0,0.476,441.515,14350.4,0.16,0.187,0.653
BLEBS,0.504,0.454,1.0,0.705,92.571,12995.267,0.04,0.213,0.747
SHIMS,0.464,0.349,1.0,0.612,45.242,14082.2,0.093,0.12,0.787
RAMSE,0.276,0.494,0.0,0.365,685.873,13763.267,0.213,0.227,0.56
MUIST,0.554,0.53,0.0,0.496,159.575,14496.2,0.16,0.147,0.693
PISKY,0.637,0.54,0.0,0.925,27.817,13680.067,0.027,0.173,0.8
LEDGY,0.639,0.61,0.0,0.779,53.928,13922.4,0.027,0.2,0.773
SOLDO,0.437,0.411,1.0,0.529,104.031,13343.533,0.093,0.093,0.813
GULPY,0.8,0.567,0.0,0.951,42.089,14006.533,0.04,0.093,0.867
SPOOM,0.492,0.544,1.0,0.458,35.716,13419.733,0.04,0.12,0.84
GINCH,0.782,0.58,0.0,0.232,341.898,14400.6,0.067,0.187,0.747
SKYER,0.457,0.522,0.0,0.905,42.608,13407.0,0.053,0.253,0.693
TABBY,0.682,0.545,1.0,0.856,39.476,13882.333,0.053,0.213,0.733
LAPIS,0.41,0.38,0.0,0.448,61.29,14091.6,0.053,0.307,0.64
ATONE,0.345,0.565,0.0,0.009,779.23,14358.467,0.173,0.28,0.547
MYOID,0.675,0.579,0.0,0.842,178.812,13747.333,0.027,0.147,0.827
ACHEY,0.538,0.589,0.0,0.273,125.899,14144.0,0.04,0.32,0.64
LOPES,0.371,0.283,0.0,0.237,40.546,13606.667,0.04,0.267,0.693
MARKS,0.468,0.244,0.0,0.561,34.403,13317.933,0.053,0.267,0.68
WHYDA,0.734,0.783,0.0,0.932,23.568,13772.467,0.0,0.213,0.787
MAXIS,0.527,0.382,0.0,0.855,34.046,13809.067,0.053,0.253,0.693
RIATA,0.343,0.463,1.0,0.132,798.261,14059.667,0.133,0.28,0.587
AECIA,0.3,0.566,1.0,0.807,456.29,13901.533,0.053,0.333,0.613
SHARN,0.424,0.463,0.0,0.32,152.068,14398.867,0.12,0.28,0.6
LAMBY,0.661,0.548,0.0,0.663,57.052,13238.933,0.053,0.16,0.787
MOSEY,0.418,0.346,0.0,0.497,19.89,13385.133,0.04,0.227,0.733
SIJOS,0.426,0.407,1.0,0.936,34.572,13597.733,0.053,0.147,0.8
SIREN,0.333,0.255,0.0,0.075,94.045,14192.933,0.08,0.347,0.573
PEPOS,0.416,0.399,1.0,0.482,25.213,13460.533,0.027,0.24,0.733
CLOOT,0.574,0.562,1.0,0.51,202.725,14100.667,0.107,0.133,0.76
BAMMY,0.707,0.49,1.0,0.835,36.515,13144.6,0.067,0.107,0.827
METHI,0.581,0.6,0.0,0.043,169.55,14364.2,0.027,0.333,0.64
QUEYN,0.7,0.702,0.0,0.94,21.246,13710.0,0.013,0.2,0.787
HATTY,0.615,0.477,1.0,0.275,52.108,14002.2,0.067,0.227,0.707
FINAL,0.579,0.511,0.0,0.592,40.337,14104.733,0.027,0.293,0.68
GYPES,0.53,0.434,0.0,0.749,47.226,13845.933,0.027,0.24,0.733
DWAMY,0.72,0.593,0.0,0.869,36.046,13632.333,0.08,0.107,0.813
KAAMA,0.393,0.473,1.0,0.87,25.457,13216.267,0.107,0.04,0.853
PLENA,0.436,0.551,0.0,0.702,143.717,14077.933,0.08,0.293,0.627
BEROB,0.543,0.475,1.0,0.241,27.961,13535.6,0.04,0.227,0.733
